time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9113368505e+00 4.9944508311e-02
1.2271846300e-02 9.9095735416e+00 4.9940069305e-02
2.4543692600e-02 9.9040711590e+00 4.9926218338e-02
3.6815538900e-02 9.8948363912e+00 4.9902956180e-02
4.9087385200e-02 9.8818804188e+00 4.9870293536e-02
6.1359231500e-02 9.8652114607e+00 4.9828239354e-02
7.3631077800e-02 9.8448390872e+00 4.9776796415e-02
8.5902924100e-02 9.8207850897e+00 4.9715991031e-02
9.8174770400e-02 9.7930671784e+00 4.9645833726e-02
1.1044661670e-01 9.7617081708e+00 4.9566332227e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9080345753e+00 4.9942627946e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9080345753e+00 4.9942627946e-02
